        r	      denseq	       teeq	       nfeq	     dnfeqdr	      vfova	      cureq	       feq	    pressure	       iota	        1/D	    curvature	      shear	     eta
  0.7450000E+00	  0.6029621E+00	  0.6120939E+00	  0.2185139E-01	 -0.2732214E-01	  0.6800000E+00	  0.3504501E-03	  0.1006983E+01	  0.7126949E+00	 -0.6942532E+00	  0.9856878E+00	  0.7458000E-01	  0.9370747E+00	  0.2088204E+01
  0.7460000E+00	  0.6018612E+00	  0.6111096E+00	  0.2182425E-01	 -0.2694377E-01	  0.6800000E+00	  0.3510290E-03	  0.1007021E+01	  0.7109684E+00	 -0.6951284E+00	  0.9857631E+00	  0.7590997E-01	  0.9412894E+00	  0.2093251E+01
  0.7470000E+00	  0.6007549E+00	  0.6101222E+00	  0.2179750E-01	 -0.2657062E-01	  0.6800000E+00	  0.3516067E-03	  0.1007060E+01	  0.7092344E+00	 -0.6960074E+00	  0.9858396E+00	  0.7725280E-01	  0.9455282E+00	  0.2098335E+01
  0.7480000E+00	  0.5996434E+00	  0.6091318E+00	  0.2177111E-01	 -0.2620262E-01	  0.6800000E+00	  0.3521832E-03	  0.1007099E+01	  0.7074929E+00	 -0.6968904E+00	  0.9859176E+00	  0.7860857E-01	  0.9497913E+00	  0.2103454E+01
  0.7490000E+00	  0.5985265E+00	  0.6081383E+00	  0.2174509E-01	 -0.2583969E-01	  0.6800000E+00	  0.3527585E-03	  0.1007138E+01	  0.7057438E+00	 -0.6977772E+00	  0.9859969E+00	  0.7997734E-01	  0.9540788E+00	  0.2108611E+01
  0.7500000E+00	  0.5974044E+00	  0.6071417E+00	  0.2171943E-01	 -0.2548177E-01	  0.6800000E+00	  0.3533326E-03	  0.1007177E+01	  0.7039872E+00	 -0.6986680E+00	  0.9860775E+00	  0.8135918E-01	  0.9583906E+00	  0.2113805E+01
  0.7510000E+00	  0.5962771E+00	  0.6061418E+00	  0.2169413E-01	 -0.2512879E-01	  0.6800000E+00	  0.3539056E-03	  0.1007216E+01	  0.7022231E+00	 -0.6995628E+00	  0.9861596E+00	  0.8275416E-01	  0.9627269E+00	  0.2119037E+01
  0.7520000E+00	  0.5951447E+00	  0.6051388E+00	  0.2166918E-01	 -0.2478069E-01	  0.6800000E+00	  0.3544773E-03	  0.1007255E+01	  0.7004514E+00	 -0.7004616E+00	  0.9862430E+00	  0.8416237E-01	  0.9670877E+00	  0.2124308E+01
  0.7530000E+00	  0.5940070E+00	  0.6041324E+00	  0.2164457E-01	 -0.2443739E-01	  0.6800000E+00	  0.3550478E-03	  0.1007295E+01	  0.6986722E+00	 -0.7013644E+00	  0.9863279E+00	  0.8558387E-01	  0.9714732E+00	  0.2129619E+01
  0.7540000E+00	  0.5928643E+00	  0.6031227E+00	  0.2162030E-01	 -0.2409882E-01	  0.6800000E+00	  0.3556170E-03	  0.1007335E+01	  0.6968854E+00	 -0.7022713E+00	  0.9864142E+00	  0.8701882E-01	  0.9758835E+00	  0.2134969E+01
  0.7550000E+00	  0.5917164E+00	  0.6021096E+00	  0.2159637E-01	 -0.2376494E-01	  0.6800000E+00	  0.3561851E-03	  0.1007374E+01	  0.6950910E+00	 -0.7031823E+00	  0.9865019E+00	  0.8846731E-01	  0.9803188E+00	  0.2140359E+01
  0.7560000E+00	  0.5905635E+00	  0.6010930E+00	  0.2157277E-01	 -0.2343566E-01	  0.6800000E+00	  0.3567519E-03	  0.1007415E+01	  0.6932892E+00	 -0.7040974E+00	  0.9865911E+00	  0.8992943E-01	  0.9847793E+00	  0.2145791E+01
  0.7570000E+00	  0.5894056E+00	  0.6000730E+00	  0.2154950E-01	 -0.2311093E-01	  0.6800000E+00	  0.3573174E-03	  0.1007455E+01	  0.6914797E+00	 -0.7050166E+00	  0.9866818E+00	  0.9140526E-01	  0.9892649E+00	  0.2151265E+01
  0.7580000E+00	  0.5882427E+00	  0.5990495E+00	  0.2152655E-01	 -0.2279068E-01	  0.6800000E+00	  0.3578817E-03	  0.1007495E+01	  0.6896627E+00	 -0.7059400E+00	  0.9867739E+00	  0.9289486E-01	  0.9937757E+00	  0.2156780E+01
  0.7590000E+00	  0.5870748E+00	  0.5980224E+00	  0.2150392E-01	 -0.2247486E-01	  0.6800000E+00	  0.3584447E-03	  0.1007536E+01	  0.6878382E+00	 -0.7068677E+00	  0.9868676E+00	  0.9439831E-01	  0.9983118E+00	  0.2162339E+01
  0.7600000E+00	  0.5859020E+00	  0.5969917E+00	  0.2148160E-01	 -0.2216340E-01	  0.6800000E+00	  0.3590065E-03	  0.1007577E+01	  0.6860061E+00	 -0.7077995E+00	  0.9869627E+00	  0.9591569E-01	  0.1002873E+01	  0.2167942E+01
  0.7610000E+00	  0.5847244E+00	  0.5959573E+00	  0.2145959E-01	 -0.2185624E-01	  0.6800000E+00	  0.3595670E-03	  0.1007618E+01	  0.6841665E+00	 -0.7087356E+00	  0.9870594E+00	  0.9744706E-01	  0.1007460E+01	  0.2173588E+01
  0.7620000E+00	  0.5835419E+00	  0.5949192E+00	  0.2143789E-01	 -0.2155333E-01	  0.6800000E+00	  0.3601261E-03	  0.1007659E+01	  0.6823193E+00	 -0.7096761E+00	  0.9871576E+00	  0.9899251E-01	  0.1012073E+01	  0.2179280E+01
  0.7630000E+00	  0.5823547E+00	  0.5938773E+00	  0.2141648E-01	 -0.2125460E-01	  0.6800000E+00	  0.3606840E-03	  0.1007700E+01	  0.6804646E+00	 -0.7106208E+00	  0.9872574E+00	  0.1005521E+00	  0.1016710E+01	  0.2185018E+01
  0.7640000E+00	  0.5811627E+00	  0.5928316E+00	  0.2139538E-01	 -0.2096000E-01	  0.6800000E+00	  0.3612406E-03	  0.1007742E+01	  0.6786023E+00	 -0.7115699E+00	  0.9873587E+00	  0.1021259E+00	  0.1021374E+01	  0.2190801E+01
  0.7650000E+00	  0.5799660E+00	  0.5917820E+00	  0.2137456E-01	 -0.2066947E-01	  0.6800000E+00	  0.3617959E-03	  0.1007783E+01	  0.6767325E+00	 -0.7125234E+00	  0.9874616E+00	  0.1037141E+00	  0.1026063E+01	  0.2196632E+01
  0.7660000E+00	  0.5787646E+00	  0.5907285E+00	  0.2135404E-01	 -0.2038296E-01	  0.6800000E+00	  0.3623498E-03	  0.1007825E+01	  0.6748551E+00	 -0.7134813E+00	  0.9875662E+00	  0.1053167E+00	  0.1030778E+01	  0.2202511E+01
  0.7670000E+00	  0.5775587E+00	  0.5896711E+00	  0.2133380E-01	 -0.2010041E-01	  0.6800000E+00	  0.3629024E-03	  0.1007867E+01	  0.6729702E+00	 -0.7144436E+00	  0.9876723E+00	  0.1069339E+00	  0.1035519E+01	  0.2208438E+01
  0.7680000E+00	  0.5763481E+00	  0.5886096E+00	  0.2131384E-01	 -0.1982176E-01	  0.6800000E+00	  0.3634537E-03	  0.1007909E+01	  0.6710777E+00	 -0.7154104E+00	  0.9877800E+00	  0.1085657E+00	  0.1040286E+01	  0.2214415E+01
  0.7690000E+00	  0.5751330E+00	  0.5875441E+00	  0.2129415E-01	 -0.1954696E-01	  0.6800000E+00	  0.3640037E-03	  0.1007952E+01	  0.6691778E+00	 -0.7163817E+00	  0.9878894E+00	  0.1102122E+00	  0.1045079E+01	  0.2220441E+01
  0.7700000E+00	  0.5739135E+00	  0.5864744E+00	  0.2127474E-01	 -0.1927596E-01	  0.6800000E+00	  0.3645522E-03	  0.1007994E+01	  0.6672702E+00	 -0.7173575E+00	  0.9880005E+00	  0.1118735E+00	  0.1049898E+01	  0.2226519E+01
  0.7710000E+00	  0.5726895E+00	  0.5854006E+00	  0.2125560E-01	 -0.1900871E-01	  0.6800000E+00	  0.3650995E-03	  0.1008037E+01	  0.6653552E+00	 -0.7183379E+00	  0.9881132E+00	  0.1135496E+00	  0.1054743E+01	  0.2232648E+01
  0.7720000E+00	  0.5714612E+00	  0.5843226E+00	  0.2123673E-01	 -0.1874516E-01	  0.6800000E+00	  0.3656453E-03	  0.1008080E+01	  0.6634326E+00	 -0.7193229E+00	  0.9882276E+00	  0.1152407E+00	  0.1059614E+01	  0.2238829E+01
  0.7730000E+00	  0.5702285E+00	  0.5832403E+00	  0.2121811E-01	 -0.1848525E-01	  0.6800000E+00	  0.3661898E-03	  0.1008123E+01	  0.6615025E+00	 -0.7203125E+00	  0.9883436E+00	  0.1169467E+00	  0.1064512E+01	  0.2245064E+01
  0.7740000E+00	  0.5689915E+00	  0.5821537E+00	  0.2119976E-01	 -0.1822893E-01	  0.6800000E+00	  0.3667329E-03	  0.1008166E+01	  0.6595649E+00	 -0.7213068E+00	  0.9884614E+00	  0.1186679E+00	  0.1069435E+01	  0.2251352E+01
  0.7750000E+00	  0.5677503E+00	  0.5810627E+00	  0.2118165E-01	 -0.1797616E-01	  0.6800000E+00	  0.3672746E-03	  0.1008209E+01	  0.6576198E+00	 -0.7223058E+00	  0.9885810E+00	  0.1204042E+00	  0.1074385E+01	  0.2257696E+01
  0.7760000E+00	  0.5665049E+00	  0.5799673E+00	  0.2116380E-01	 -0.1772688E-01	  0.6800000E+00	  0.3678149E-03	  0.1008253E+01	  0.6556672E+00	 -0.7233095E+00	  0.9887023E+00	  0.1221558E+00	  0.1079362E+01	  0.2264095E+01
  0.7770000E+00	  0.5652554E+00	  0.5788675E+00	  0.2114620E-01	 -0.1748105E-01	  0.6800000E+00	  0.3683538E-03	  0.1008297E+01	  0.6537071E+00	 -0.7243179E+00	  0.9888253E+00	  0.1239227E+00	  0.1084364E+01	  0.2270551E+01
  0.7780000E+00	  0.5640018E+00	  0.5777631E+00	  0.2112884E-01	 -0.1723863E-01	  0.6800000E+00	  0.3688912E-03	  0.1008341E+01	  0.6517395E+00	 -0.7253312E+00	  0.9889501E+00	  0.1257052E+00	  0.1089394E+01	  0.2277064E+01
  0.7790000E+00	  0.5627442E+00	  0.5766542E+00	  0.2111172E-01	 -0.1699955E-01	  0.6800000E+00	  0.3694273E-03	  0.1008385E+01	  0.6497644E+00	 -0.7263492E+00	  0.9890767E+00	  0.1275032E+00	  0.1094450E+01	  0.2283636E+01
  0.7800000E+00	  0.5614826E+00	  0.5755406E+00	  0.2109484E-01	 -0.1676379E-01	  0.6800000E+00	  0.3699619E-03	  0.1008429E+01	  0.6477818E+00	 -0.7273721E+00	  0.9892051E+00	  0.1293168E+00	  0.1099532E+01	  0.2290267E+01
  0.7810000E+00	  0.5602172E+00	  0.5744224E+00	  0.2107820E-01	 -0.1653128E-01	  0.6800000E+00	  0.3704951E-03	  0.1008473E+01	  0.6457918E+00	 -0.7283999E+00	  0.9893353E+00	  0.1311460E+00	  0.1104641E+01	  0.2296957E+01
  0.7820000E+00	  0.5589478E+00	  0.5732994E+00	  0.2106178E-01	 -0.1630200E-01	  0.6800000E+00	  0.3710268E-03	  0.1008518E+01	  0.6437943E+00	 -0.7294326E+00	  0.9894674E+00	  0.1329911E+00	  0.1109777E+01	  0.2303710E+01
  0.7830000E+00	  0.5576747E+00	  0.5721717E+00	  0.2104559E-01	 -0.1607588E-01	  0.6800000E+00	  0.3715570E-03	  0.1008563E+01	  0.6417893E+00	 -0.7304703E+00	  0.9896013E+00	  0.1348521E+00	  0.1114940E+01	  0.2310524E+01
  0.7840000E+00	  0.5563979E+00	  0.5710392E+00	  0.2102963E-01	 -0.1585290E-01	  0.6800000E+00	  0.3720858E-03	  0.1008608E+01	  0.6397769E+00	 -0.7315129E+00	  0.9897371E+00	  0.1367289E+00	  0.1120129E+01	  0.2317401E+01
  0.7850000E+00	  0.5551173E+00	  0.5699018E+00	  0.2101389E-01	 -0.1563300E-01	  0.6800000E+00	  0.3726131E-03	  0.1008653E+01	  0.6377571E+00	 -0.7325606E+00	  0.9898748E+00	  0.1386218E+00	  0.1125345E+01	  0.2324342E+01
  0.7860000E+00	  0.5538332E+00	  0.5687595E+00	  0.2099836E-01	 -0.1541614E-01	  0.6800000E+00	  0.3731390E-03	  0.1008698E+01	  0.6357299E+00	 -0.7336132E+00	  0.9900143E+00	  0.1405308E+00	  0.1130588E+01	  0.2331348E+01
  0.7870000E+00	  0.5525455E+00	  0.5676122E+00	  0.2098305E-01	 -0.1520229E-01	  0.6800000E+00	  0.3736633E-03	  0.1008744E+01	  0.6336952E+00	 -0.7346710E+00	  0.9901558E+00	  0.1424561E+00	  0.1135858E+01	  0.2338420E+01
  0.7880000E+00	  0.5512543E+00	  0.5664599E+00	  0.2096796E-01	 -0.1499140E-01	  0.6800000E+00	  0.3741861E-03	  0.1008790E+01	  0.6316531E+00	 -0.7357339E+00	  0.9902993E+00	  0.1443976E+00	  0.1141154E+01	  0.2345559E+01
  0.7890000E+00	  0.5499596E+00	  0.5653025E+00	  0.2095307E-01	 -0.1478342E-01	  0.6800000E+00	  0.3747075E-03	  0.1008835E+01	  0.6296037E+00	 -0.7368020E+00	  0.9904446E+00	  0.1463555E+00	  0.1146478E+01	  0.2352766E+01
  0.7900000E+00	  0.5486616E+00	  0.5641400E+00	  0.2093839E-01	 -0.1457833E-01	  0.6800000E+00	  0.3752273E-03	  0.1008881E+01	  0.6275469E+00	 -0.7378752E+00	  0.9905920E+00	  0.1483299E+00	  0.1151828E+01	  0.2360042E+01
  0.7910000E+00	  0.5473603E+00	  0.5629723E+00	  0.2092391E-01	 -0.1437607E-01	  0.6800000E+00	  0.3757456E-03	  0.1008928E+01	  0.6254827E+00	 -0.7389536E+00	  0.9907413E+00	  0.1503208E+00	  0.1157205E+01	  0.2367388E+01
  0.7920000E+00	  0.5460557E+00	  0.5617994E+00	  0.2090964E-01	 -0.1417662E-01	  0.6800000E+00	  0.3762623E-03	  0.1008974E+01	  0.6234111E+00	 -0.7400373E+00	  0.9908926E+00	  0.1523284E+00	  0.1162609E+01	  0.2374805E+01
  0.7930000E+00	  0.5447480E+00	  0.5606213E+00	  0.2089556E-01	 -0.1397992E-01	  0.6800000E+00	  0.3767776E-03	  0.1009020E+01	  0.6213322E+00	 -0.7411263E+00	  0.9910459E+00	  0.1543527E+00	  0.1168040E+01	  0.2382295E+01
  0.7940000E+00	  0.5434371E+00	  0.5594378E+00	  0.2088168E-01	 -0.1378595E-01	  0.6800000E+00	  0.3772912E-03	  0.1009067E+01	  0.6192460E+00	 -0.7422206E+00	  0.9912013E+00	  0.1563938E+00	  0.1173498E+01	  0.2389859E+01
  0.7950000E+00	  0.5421232E+00	  0.5582490E+00	  0.2086799E-01	 -0.1359467E-01	  0.6800000E+00	  0.3778033E-03	  0.1009114E+01	  0.6171524E+00	 -0.7433202E+00	  0.9913587E+00	  0.1584517E+00	  0.1178984E+01	  0.2397497E+01
  0.7960000E+00	  0.5408063E+00	  0.5570548E+00	  0.2085449E-01	 -0.1340603E-01	  0.6800000E+00	  0.3783139E-03	  0.1009161E+01	  0.6150516E+00	 -0.7444253E+00	  0.9915182E+00	  0.1605267E+00	  0.1184496E+01	  0.2405211E+01
  0.7970000E+00	  0.5394865E+00	  0.5558551E+00	  0.2084118E-01	 -0.1322001E-01	  0.6800000E+00	  0.3788228E-03	  0.1009208E+01	  0.6129435E+00	 -0.7455357E+00	  0.9916798E+00	  0.1626187E+00	  0.1190035E+01	  0.2413001E+01
  0.7980000E+00	  0.5381638E+00	  0.5546499E+00	  0.2082805E-01	 -0.1303656E-01	  0.6800000E+00	  0.3793302E-03	  0.1009256E+01	  0.6108281E+00	 -0.7466516E+00	  0.9918435E+00	  0.1647278E+00	  0.1195601E+01	  0.2420870E+01
  0.7990000E+00	  0.5368384E+00	  0.5534392E+00	  0.2081510E-01	 -0.1285566E-01	  0.6800000E+00	  0.3798360E-03	  0.1009303E+01	  0.6087054E+00	 -0.7477731E+00	  0.9920092E+00	  0.1668542E+00	  0.1201194E+01	  0.2428819E+01
  0.8000000E+00	  0.5355102E+00	  0.5522229E+00	  0.2080234E-01	 -0.1267726E-01	  0.6800000E+00	  0.3803402E-03	  0.1009351E+01	  0.6065755E+00	 -0.7489000E+00	  0.9921772E+00	  0.1689979E+00	  0.1206814E+01	  0.2436848E+01
  0.8010000E+00	  0.5341795E+00	  0.5510009E+00	  0.2078975E-01	 -0.1250133E-01	  0.6800000E+00	  0.3808428E-03	  0.1009399E+01	  0.6044384E+00	 -0.7500325E+00	  0.9923472E+00	  0.1711590E+00	  0.1212461E+01	  0.2444959E+01
  0.8020000E+00	  0.5328461E+00	  0.5497732E+00	  0.2077734E-01	 -0.1232784E-01	  0.6800000E+00	  0.3813438E-03	  0.1009447E+01	  0.6022941E+00	 -0.7511706E+00	  0.9925195E+00	  0.1733376E+00	  0.1218135E+01	  0.2453153E+01
  0.8030000E+00	  0.5315102E+00	  0.5485398E+00	  0.2076509E-01	 -0.1215675E-01	  0.6800000E+00	  0.3818431E-03	  0.1009495E+01	  0.6001426E+00	 -0.7523144E+00	  0.9926939E+00	  0.1755338E+00	  0.1223836E+01	  0.2461432E+01
  0.8040000E+00	  0.5301719E+00	  0.5473006E+00	  0.2075302E-01	 -0.1198804E-01	  0.6800000E+00	  0.3823408E-03	  0.1009544E+01	  0.5979839E+00	 -0.7534638E+00	  0.9928706E+00	  0.1777476E+00	  0.1229564E+01	  0.2469796E+01
  0.8050000E+00	  0.5288313E+00	  0.5460556E+00	  0.2074112E-01	 -0.1182166E-01	  0.6800000E+00	  0.3828369E-03	  0.1009592E+01	  0.5958181E+00	 -0.7546189E+00	  0.9930494E+00	  0.1799792E+00	  0.1235319E+01	  0.2478248E+01
  0.8060000E+00	  0.5274883E+00	  0.5448047E+00	  0.2072938E-01	 -0.1165758E-01	  0.6800000E+00	  0.3833313E-03	  0.1009641E+01	  0.5936451E+00	 -0.7557798E+00	  0.9932305E+00	  0.1822286E+00	  0.1241102E+01	  0.2486788E+01
  0.8070000E+00	  0.5261432E+00	  0.5435479E+00	  0.2071780E-01	 -0.1149578E-01	  0.6800000E+00	  0.3838241E-03	  0.1009690E+01	  0.5914650E+00	 -0.7569465E+00	  0.9934139E+00	  0.1844960E+00	  0.1246911E+01	  0.2495418E+01
  0.8080000E+00	  0.5247959E+00	  0.5422852E+00	  0.2070639E-01	 -0.1133622E-01	  0.6800000E+00	  0.3843152E-03	  0.1009739E+01	  0.5892778E+00	 -0.7581190E+00	  0.9935995E+00	  0.1867813E+00	  0.1252747E+01	  0.2504139E+01
  0.8090000E+00	  0.5234465E+00	  0.5410164E+00	  0.2069513E-01	 -0.1117887E-01	  0.6800000E+00	  0.3848046E-03	  0.1009789E+01	  0.5870836E+00	 -0.7592973E+00	  0.9937874E+00	  0.1890848E+00	  0.1258610E+01	  0.2512953E+01
  0.8100000E+00	  0.5220952E+00	  0.5397416E+00	  0.2068403E-01	 -0.1102370E-01	  0.6800000E+00	  0.3852923E-03	  0.1009838E+01	  0.5848823E+00	 -0.7604815E+00	  0.9939777E+00	  0.1914064E+00	  0.1264499E+01	  0.2521861E+01
  0.8110000E+00	  0.5207419E+00	  0.5384607E+00	  0.2067308E-01	 -0.1087069E-01	  0.6800000E+00	  0.3857784E-03	  0.1009888E+01	  0.5826740E+00	 -0.7616717E+00	  0.9941702E+00	  0.1937463E+00	  0.1270416E+01	  0.2530865E+01
  0.8120000E+00	  0.5193868E+00	  0.5371737E+00	  0.2066229E-01	 -0.1071979E-01	  0.6800000E+00	  0.3862627E-03	  0.1009938E+01	  0.5804587E+00	 -0.7628678E+00	  0.9943652E+00	  0.1961046E+00	  0.1276359E+01	  0.2539966E+01
  0.8130000E+00	  0.5180299E+00	  0.5358805E+00	  0.2065164E-01	 -0.1057099E-01	  0.6800000E+00	  0.3867453E-03	  0.1009987E+01	  0.5782364E+00	 -0.7640699E+00	  0.9945625E+00	  0.1984813E+00	  0.1282329E+01	  0.2549166E+01
  0.8140000E+00	  0.5166714E+00	  0.5345811E+00	  0.2064115E-01	 -0.1042424E-01	  0.6800000E+00	  0.3872263E-03	  0.1010038E+01	  0.5760071E+00	 -0.7652781E+00	  0.9947621E+00	  0.2008766E+00	  0.1288326E+01	  0.2558466E+01
  0.8150000E+00	  0.5153112E+00	  0.5332754E+00	  0.2063079E-01	 -0.1027954E-01	  0.6800000E+00	  0.3877054E-03	  0.1010088E+01	  0.5737709E+00	 -0.7664924E+00	  0.9949642E+00	  0.2032905E+00	  0.1294349E+01	  0.2567868E+01
  0.8160000E+00	  0.5139495E+00	  0.5319635E+00	  0.2062059E-01	 -0.1013683E-01	  0.6800000E+00	  0.3881829E-03	  0.1010138E+01	  0.5715278E+00	 -0.7677127E+00	  0.9951687E+00	  0.2057231E+00	  0.1300400E+01	  0.2577373E+01
  0.8170000E+00	  0.5125863E+00	  0.5306452E+00	  0.2061052E-01	 -0.9996108E-02	  0.6800000E+00	  0.3886586E-03	  0.1010189E+01	  0.5692778E+00	 -0.7689393E+00	  0.9953757E+00	  0.2081744E+00	  0.1306477E+01	  0.2586983E+01
  0.8180000E+00	  0.5112218E+00	  0.5293205E+00	  0.2060060E-01	 -0.9857334E-02	  0.6800000E+00	  0.3891326E-03	  0.1010240E+01	  0.5670209E+00	 -0.7701720E+00	  0.9955851E+00	  0.2106447E+00	  0.1312581E+01	  0.2596701E+01
  0.8190000E+00	  0.5098560E+00	  0.5279895E+00	  0.2059081E-01	 -0.9720485E-02	  0.6800000E+00	  0.3896047E-03	  0.1010291E+01	  0.5647572E+00	 -0.7714109E+00	  0.9957969E+00	  0.2131340E+00	  0.1318711E+01	  0.2606526E+01
  0.8200000E+00	  0.5084889E+00	  0.5266520E+00	  0.2058115E-01	 -0.9585532E-02	  0.6800000E+00	  0.3900752E-03	  0.1010342E+01	  0.5624867E+00	 -0.7726562E+00	  0.9960113E+00	  0.2156424E+00	  0.1324868E+01	  0.2616462E+01
  0.8210000E+00	  0.5071207E+00	  0.5253080E+00	  0.2057164E-01	 -0.9452451E-02	  0.6800000E+00	  0.3905438E-03	  0.1010393E+01	  0.5602094E+00	 -0.7739077E+00	  0.9962282E+00	  0.2181699E+00	  0.1331051E+01	  0.2626509E+01
  0.8220000E+00	  0.5057515E+00	  0.5239575E+00	  0.2056225E-01	 -0.9321215E-02	  0.6800000E+00	  0.3910107E-03	  0.1010445E+01	  0.5579254E+00	 -0.7751656E+00	  0.9964477E+00	  0.2207166E+00	  0.1337260E+01	  0.2636671E+01
  0.8230000E+00	  0.5043813E+00	  0.5226004E+00	  0.2055299E-01	 -0.9191798E-02	  0.6800000E+00	  0.3914758E-03	  0.1010496E+01	  0.5556346E+00	 -0.7764298E+00	  0.9966697E+00	  0.2232828E+00	  0.1343496E+01	  0.2646948E+01
  0.8240000E+00	  0.5030101E+00	  0.5212368E+00	  0.2054387E-01	 -0.9064176E-02	  0.6800000E+00	  0.3919390E-03	  0.1010548E+01	  0.5533371E+00	 -0.7777005E+00	  0.9968942E+00	  0.2258683E+00	  0.1349759E+01	  0.2657342E+01
  0.8250000E+00	  0.5016382E+00	  0.5198665E+00	  0.2053486E-01	 -0.8938323E-02	  0.6800000E+00	  0.3924005E-03	  0.1010600E+01	  0.5510330E+00	 -0.7789777E+00	  0.9971214E+00	  0.2284734E+00	  0.1356047E+01	  0.2667855E+01
  0.8260000E+00	  0.5002655E+00	  0.5184896E+00	  0.2052599E-01	 -0.8814216E-02	  0.6800000E+00	  0.3928601E-03	  0.1010652E+01	  0.5487222E+00	 -0.7802613E+00	  0.9973512E+00	  0.2310981E+00	  0.1362363E+01	  0.2678489E+01
  0.8270000E+00	  0.4988922E+00	  0.5171060E+00	  0.2051724E-01	 -0.8691830E-02	  0.6800000E+00	  0.3933179E-03	  0.1010705E+01	  0.5464049E+00	 -0.7815515E+00	  0.9975836E+00	  0.2337425E+00	  0.1368704E+01	  0.2689247E+01
  0.8280000E+00	  0.4975182E+00	  0.5157156E+00	  0.2050861E-01	 -0.8571141E-02	  0.6800000E+00	  0.3937739E-03	  0.1010757E+01	  0.5440809E+00	 -0.7828483E+00	  0.9978187E+00	  0.2364067E+00	  0.1375071E+01	  0.2700129E+01
  0.8290000E+00	  0.4961438E+00	  0.5143185E+00	  0.2050009E-01	 -0.8452126E-02	  0.6800000E+00	  0.3942280E-03	  0.1010810E+01	  0.5417504E+00	 -0.7841517E+00	  0.9980564E+00	  0.2390908E+00	  0.1381465E+01	  0.2711139E+01
  0.8300000E+00	  0.4947690E+00	  0.5129147E+00	  0.2049170E-01	 -0.8334761E-02	  0.6800000E+00	  0.3946802E-03	  0.1010862E+01	  0.5394134E+00	 -0.7854617E+00	  0.9982968E+00	  0.2417949E+00	  0.1387884E+01	  0.2722277E+01
  0.8310000E+00	  0.4933938E+00	  0.5115039E+00	  0.2048342E-01	 -0.8219025E-02	  0.6800000E+00	  0.3951306E-03	  0.1010915E+01	  0.5370699E+00	 -0.7867785E+00	  0.9985400E+00	  0.2445192E+00	  0.1394329E+01	  0.2733547E+01
  0.8320000E+00	  0.4920184E+00	  0.5100864E+00	  0.2047526E-01	 -0.8104893E-02	  0.6800000E+00	  0.3955791E-03	  0.1010968E+01	  0.5347199E+00	 -0.7881020E+00	  0.9987859E+00	  0.2472636E+00	  0.1400800E+01	  0.2744950E+01
  0.8330000E+00	  0.4906428E+00	  0.5086620E+00	  0.2046721E-01	 -0.7992344E-02	  0.6800000E+00	  0.3960258E-03	  0.1011022E+01	  0.5323636E+00	 -0.7894323E+00	  0.9990345E+00	  0.2500283E+00	  0.1407297E+01	  0.2756488E+01
  0.8340000E+00	  0.4892672E+00	  0.5072306E+00	  0.2045928E-01	 -0.7881357E-02	  0.6800000E+00	  0.3964705E-03	  0.1011075E+01	  0.5300008E+00	 -0.7907694E+00	  0.9992859E+00	  0.2528133E+00	  0.1413820E+01	  0.2768164E+01
  0.8350000E+00	  0.4878915E+00	  0.5057923E+00	  0.2045145E-01	 -0.7771909E-02	  0.6800000E+00	  0.3969134E-03	  0.1011129E+01	  0.5276318E+00	 -0.7921133E+00	  0.9995401E+00	  0.2556189E+00	  0.1420368E+01	  0.2779980E+01
  0.8360000E+00	  0.4865159E+00	  0.5043471E+00	  0.2044373E-01	 -0.7663980E-02	  0.6800000E+00	  0.3973543E-03	  0.1011182E+01	  0.5252564E+00	 -0.7934642E+00	  0.9997972E+00	  0.2584450E+00	  0.1426942E+01	  0.2791938E+01
  0.8370000E+00	  0.4851405E+00	  0.5028949E+00	  0.2043612E-01	 -0.7557547E-02	  0.6800000E+00	  0.3977933E-03	  0.1011236E+01	  0.5228748E+00	 -0.7948220E+00	  0.1000057E+01	  0.2612918E+00	  0.1433542E+01	  0.2804040E+01
  0.8380000E+00	  0.4837653E+00	  0.5014356E+00	  0.2042862E-01	 -0.7452591E-02	  0.6800000E+00	  0.3982304E-03	  0.1011290E+01	  0.5204869E+00	 -0.7961868E+00	  0.1000320E+01	  0.2641593E+00	  0.1440167E+01	  0.2816289E+01
  0.8390000E+00	  0.4823904E+00	  0.4999693E+00	  0.2042122E-01	 -0.7349091E-02	  0.6800000E+00	  0.3986656E-03	  0.1011345E+01	  0.5180928E+00	 -0.7975586E+00	  0.1000585E+01	  0.2670478E+00	  0.1446817E+01	  0.2828688E+01
  0.8400000E+00	  0.4810160E+00	  0.4984960E+00	  0.2041392E-01	 -0.7247027E-02	  0.6800000E+00	  0.3990988E-03	  0.1011399E+01	  0.5156926E+00	 -0.7989375E+00	  0.1000854E+01	  0.2699572E+00	  0.1453493E+01	  0.2841238E+01
  0.8410000E+00	  0.4796420E+00	  0.4970155E+00	  0.2040672E-01	 -0.7146379E-02	  0.6800000E+00	  0.3995301E-03	  0.1011453E+01	  0.5132862E+00	 -0.8003235E+00	  0.1001125E+01	  0.2728877E+00	  0.1460194E+01	  0.2853942E+01
  0.8420000E+00	  0.4782686E+00	  0.4955279E+00	  0.2039963E-01	 -0.7047128E-02	  0.6800000E+00	  0.3999594E-03	  0.1011508E+01	  0.5108738E+00	 -0.8017167E+00	  0.1001400E+01	  0.2758395E+00	  0.1466920E+01	  0.2866803E+01
