bet0_f,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),n,gam,om_r,gam_var,om_r_var,tipo_inestabilidad,modo_m,pos_radial,diff_m
0.0166,2500,1,0.4,8,60,3,0.0908946,109.07726641680001,1.51602e-26,9.47449e-27,RSAE,9,0.405,0
0.0166,2500,1,0.4,10,60,3,0.114707,116.6924973432,1.26141e-26,7.0492e-27,RSAE,9,0.403,0
0.0166,2500,1,0.6,0.5,60,3,0.0160827,4.583306148348,2.54439e-09,1.61325e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.6,2,60,3,0.0228279,253.81104021000002,5.86054e-15,3.79651e-14,NAE,13,0.794,4
0.0166,2500,1,0.6,4,60,3,0.0567938,233.462370615,3.68379e-24,1.51666e-24,EAE,11,0.696,4
0.0166,2500,1,0.6,6,60,3,0.0874291,220.1597090298,5.21618e-25,5.2163e-24,TAE,11,0.656,1
0.0166,2500,1,0.6,8,60,3,0.111058,206.977609938,1.22603e-24,1.92032e-24,TAE,11,0.655,1
0.0166,2500,1,0.6,10,60,3,0.133238,193.09852767540002,1.05125e-25,3.46279e-26,EAE,10,0.61,2
0.0166,2500,1,0.7,0.5,60,3,0.0160816,4.567237147362,2.78774e-09,2.1125e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.7,2,60,3,0.0227632,254.45044129439998,5.58945e-13,9.1516e-13,NAE,13,0.793,4
0.0166,2500,1,0.7,4,60,3,0.0736644,249.25965613079998,5.5187e-24,1.64012e-24,NAE,13,0.795,4
0.0166,2500,1,0.7,6,60,3,0.1075,236.0181755124,3.67899e-25,5.5787e-25,NAE,12,0.75,3
0.0166,2500,1,0.7,8,60,3,0.142449,225.9311135646,3.44048e-25,2.75454e-25,EAE,12,0.742,3
0.0166,2500,1,0.7,10,60,3,0.169878,218.1065477616,1.6737e-25,1.41107e-25,EAE,11,0.706,2
0.0166,2500,1,0.8,0.5,60,3,0.0160766,4.587798750714001,2.54956e-09,1.37222e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.8,2,60,3,0.0245197,36.14601509214,0.00082859,0.00585489,Estable/Ruido,14,0.835,0
0.0166,2500,1,0.8,4,60,3,0.0784511,250.9673248806,1.18931e-23,9.15817e-24,NAE,13,0.796,3
0.0166,2500,1,0.8,6,60,3,0.125302,245.0855546802,3.44184e-25,9.50343e-25,NAE,13,0.798,3
0.0166,2500,1,0.8,8,60,3,0.162344,239.0922191874,1.3495e-24,2.55824e-24,NAE,13,0.799,3
